prediction_id,ranking_key,prediction_generated_at_utc,date,player,game,stat,side,line,odds,book,model,v5_probability,market_probability,probability_edge,actual,outcome,target_win,graded_at_utc
2026-08-18|laura juskaite|indiana fever @ toronto tempo|reb|under|2026-08-19T03:04:09.623808+00:00|0.557819,2026-08-18|laura juskaite|indiana fever @ toronto tempo|reb|under,2026-08-19T03:04:09.623808+00:00,2026-08-18,Laura Juskaite,Indiana Fever @ Toronto Tempo,REB,UNDER,3.5,117.0,Caesars,KNN,0.557819,0.460829,0.096989,6.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|laura juskaite|indiana fever @ toronto tempo|reb|under|2026-08-19T03:04:09.623808+00:00|0.531594,2026-08-18|laura juskaite|indiana fever @ toronto tempo|reb|under,2026-08-19T03:04:09.623808+00:00,2026-08-18,Laura Juskaite,Indiana Fever @ Toronto Tempo,REB,UNDER,4.5,-159.0,DraftKings,KNN,0.531594,0.6139,-0.082305,6.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|laura juskaite|indiana fever @ toronto tempo|reb|under|2026-08-19T03:12:48.059259+00:00|0.557819,2026-08-18|laura juskaite|indiana fever @ toronto tempo|reb|under,2026-08-19T03:12:48.059259+00:00,2026-08-18,Laura Juskaite,Indiana Fever @ Toronto Tempo,REB,UNDER,3.5,117.0,Caesars,KNN,0.557819,0.460829,0.096989,6.0,LOSS,0,2026-08-19T03:12:48.275857+00:00
2026-08-18|laura juskaite|indiana fever @ toronto tempo|reb|under|2026-08-19T03:12:48.059259+00:00|0.531594,2026-08-18|laura juskaite|indiana fever @ toronto tempo|reb|under,2026-08-19T03:12:48.059259+00:00,2026-08-18,Laura Juskaite,Indiana Fever @ Toronto Tempo,REB,UNDER,4.5,-159.0,DraftKings,KNN,0.531594,0.6139,-0.082305,6.0,LOSS,0,2026-08-19T03:12:48.275857+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T11:04:02.481441+00:00|0.466802,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T11:04:02.481441+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-108.0,DraftKings,KNN,0.466802,0.519231,-0.052429,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T11:40:27.741649+00:00|0.466802,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T11:40:27.741649+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-108.0,DraftKings,KNN,0.466802,0.519231,-0.052429,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T11:46:46.359053+00:00|0.466802,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T11:46:46.359053+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-108.0,DraftKings,KNN,0.466802,0.519231,-0.052429,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T12:02:19.794628+00:00|0.466802,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T12:02:19.794628+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-108.0,DraftKings,KNN,0.466802,0.519231,-0.052429,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T13:09:04.275191+00:00|0.466802,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T13:09:04.275191+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-108.0,DraftKings,KNN,0.466802,0.519231,-0.052429,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T13:12:57.452009+00:00|0.466802,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T13:12:57.452009+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-108.0,DraftKings,KNN,0.466802,0.519231,-0.052429,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T13:31:16.843979+00:00|0.466802,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T13:31:16.843979+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-108.0,DraftKings,KNN,0.466802,0.519231,-0.052429,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T13:57:47.643630+00:00|0.466802,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T13:57:47.643630+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-108.0,DraftKings,KNN,0.466802,0.519231,-0.052429,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T14:01:26.022980+00:00|0.466802,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T14:01:26.022980+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-108.0,DraftKings,KNN,0.466802,0.519231,-0.052429,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T14:19:52.611266+00:00|0.466802,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T14:19:52.611266+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-108.0,DraftKings,KNN,0.466802,0.519231,-0.052429,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T14:53:41.699015+00:00|0.466802,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T14:53:41.699015+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-108.0,DraftKings,KNN,0.466802,0.519231,-0.052429,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T15:48:32.874564+00:00|0.466802,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T15:48:32.874564+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-108.0,DraftKings,KNN,0.466802,0.519231,-0.052429,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T15:55:02.722843+00:00|0.466802,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T15:55:02.722843+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-108.0,DraftKings,KNN,0.466802,0.519231,-0.052429,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T16:04:33.678447+00:00|0.466802,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T16:04:33.678447+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-108.0,DraftKings,KNN,0.466802,0.519231,-0.052429,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T16:49:50.125217+00:00|0.466802,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T16:49:50.125217+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-108.0,DraftKings,KNN,0.466802,0.519231,-0.052429,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T17:05:54.947919+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T17:05:54.947919+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T17:45:27.677863+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T17:45:27.677863+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T17:47:50.405813+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T17:47:50.405813+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T18:03:28.031597+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T18:03:28.031597+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T18:58:03.467829+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T18:58:03.467829+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T19:05:20.457553+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T19:05:20.457553+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T19:18:53.749186+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T19:18:53.749186+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T19:41:02.912856+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T19:41:02.912856+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T19:45:12.354240+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T19:45:12.354240+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T19:59:23.320496+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T19:59:23.320496+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T20:41:34.244464+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T20:41:34.244464+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T21:02:49.636472+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T21:02:49.636472+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T21:40:55.159988+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T21:40:55.159988+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T21:43:12.734062+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T21:43:12.734062+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T21:59:16.782712+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T21:59:16.782712+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T22:42:29.040231+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T22:42:29.040231+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T23:01:50.121793+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T23:01:50.121793+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T23:37:20.689446+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T23:37:20.689446+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-18T23:40:50.552906+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-18T23:40:50.552906+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-19T00:00:21.190878+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-19T00:00:21.190878+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-19T01:54:55.547108+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-19T01:54:55.547108+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-19T02:10:05.727638+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-19T02:10:05.727638+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-19T03:04:09.623808+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-19T03:04:09.623808+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over|2026-08-19T03:12:48.059259+00:00|0.46756,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|over,2026-08-19T03:12:48.059259+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,OVER,13.5,-102.0,DraftKings,KNN,0.46756,0.50495,-0.037391,44.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T11:04:02.481441+00:00|0.313187,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T11:04:02.481441+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-126.0,DraftKings,KNN,0.313187,0.557522,-0.244335,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T11:40:27.741649+00:00|0.313187,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T11:40:27.741649+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-126.0,DraftKings,KNN,0.313187,0.557522,-0.244335,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T11:46:46.359053+00:00|0.313187,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T11:46:46.359053+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-126.0,DraftKings,KNN,0.313187,0.557522,-0.244335,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T12:02:19.794628+00:00|0.313187,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T12:02:19.794628+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-126.0,DraftKings,KNN,0.313187,0.557522,-0.244335,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T13:09:04.275191+00:00|0.313187,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T13:09:04.275191+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-126.0,DraftKings,KNN,0.313187,0.557522,-0.244335,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T13:12:57.452009+00:00|0.313187,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T13:12:57.452009+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-126.0,DraftKings,KNN,0.313187,0.557522,-0.244335,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T13:31:16.843979+00:00|0.313187,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T13:31:16.843979+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-126.0,DraftKings,KNN,0.313187,0.557522,-0.244335,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T13:57:47.643630+00:00|0.313187,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T13:57:47.643630+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-126.0,DraftKings,KNN,0.313187,0.557522,-0.244335,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T14:01:26.022980+00:00|0.313187,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T14:01:26.022980+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-126.0,DraftKings,KNN,0.313187,0.557522,-0.244335,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T14:19:52.611266+00:00|0.313187,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T14:19:52.611266+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-126.0,DraftKings,KNN,0.313187,0.557522,-0.244335,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T14:53:41.699015+00:00|0.313187,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T14:53:41.699015+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-126.0,DraftKings,KNN,0.313187,0.557522,-0.244335,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T15:48:32.874564+00:00|0.313187,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T15:48:32.874564+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-126.0,DraftKings,KNN,0.313187,0.557522,-0.244335,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T15:55:02.722843+00:00|0.313187,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T15:55:02.722843+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-126.0,DraftKings,KNN,0.313187,0.557522,-0.244335,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T16:04:33.678447+00:00|0.313187,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T16:04:33.678447+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-126.0,DraftKings,KNN,0.313187,0.557522,-0.244335,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T16:49:50.125217+00:00|0.313187,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T16:49:50.125217+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-126.0,DraftKings,KNN,0.313187,0.557522,-0.244335,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T17:05:54.947919+00:00|0.312568,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T17:05:54.947919+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-133.0,DraftKings,KNN,0.312568,0.570815,-0.258247,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T17:45:27.677863+00:00|0.312568,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T17:45:27.677863+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-133.0,DraftKings,KNN,0.312568,0.570815,-0.258247,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T17:47:50.405813+00:00|0.312568,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T17:47:50.405813+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-133.0,DraftKings,KNN,0.312568,0.570815,-0.258247,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T18:03:28.031597+00:00|0.312568,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T18:03:28.031597+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-133.0,DraftKings,KNN,0.312568,0.570815,-0.258247,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T18:58:03.467829+00:00|0.312568,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T18:58:03.467829+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-133.0,DraftKings,KNN,0.312568,0.570815,-0.258247,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T19:05:20.457553+00:00|0.312568,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T19:05:20.457553+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-133.0,DraftKings,KNN,0.312568,0.570815,-0.258247,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under|2026-08-18T19:18:53.749186+00:00|0.312568,2026-08-18|natasha cloud|new york liberty @ chicago sky|pr|under,2026-08-18T19:18:53.749186+00:00,2026-08-18,Natasha Cloud,New York Liberty @ Chicago Sky,PR,UNDER,13.5,-133.0,DraftKings,KNN,0.312568,0.570815,-0.258247,44.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
